Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price
15400000.0,Under Construction,2188,7084,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.54987813231892
19900000.0,Ready to move,1300,15307,3 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Not approved by RERA,3,Floor,16.806230339945976
76300000.0,Ready to move,5092,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.150183509360843
16900000.0,Under Construction,1535,11009,3 BHK Apartment in Signature Global City 37D,Sector 37D,Approved by RERA,3,Apartment,16.642824239064897
70000000.0,Ready to move,3740,18716,4 BHK Villa in Vatika Signature Villas,Sector 82,Not approved by RERA,4,Villa,18.064005814299346
30000000.0,Ready to move,3000,10000,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,17.216707972959764
13500000.0,Ready to move,1400,9642,3 BHK Independent Floor in SS Almeria,Sector 84,Not approved by RERA,3,Floor,16.41820031748273
14400000.0,Under Construction,1528,9450,3 BHK Apartment in M3M Antalya Hills Phase I,Sector 79,Approved by RERA,3,Apartment,16.48273883399067
6500000.0,Under Construction,1103,5893,2 BHK Apartment in Smart Smart World Gems,Sector 89,Approved by RERA,2,Apartment,15.687312888712007
120500000.0,Under Construction,2822,42749,4 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,4,Apartment,18.60716031919374
65500000.0,Under Construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.997560715872655
45900000.0,Under Construction,2298,20000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,17.641975696817266
32100000.0,Under Construction,2400,13400,4 BHK Apartment in Silverglades The Melia,Sector 35 Sohna,Approved by RERA,4,Apartment,17.284366619252893
86100000.0,Ready to move,3747,23000,3 BHK Apartment in M3M Panorama Suites,Sector 65,Not approved by RERA,3,Apartment,18.271019981012362
54000000.0,Under Construction,2700,20000,4 BHK Apartment in DLF Platinum Residences,DLF Phase 4,Approved by RERA,4,Apartment,17.804494623047066
21000000.0,Ready to move,2475,8484,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,4,Apartment,16.860033043306743
64100000.0,Ready to move,3390,18913,4 BHK Apartment in Parsvnath Exotica,Sector 53,Not approved by RERA,4,Apartment,17.975954937491522
12100000.0,Ready to move,1424,8500,2 BHK Apartment in M3M Skywalk,Sector 74,Not approved by RERA,2,Apartment,16.308716093211594
57000000.0,Under Construction,2147,26565,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.858561843342684
5500000.0,Under Construction,1082,4500,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Approved by RERA,3,Apartment,15.520258832020865
33600000.0,Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.330036654695338
45000000.0,Under Construction,2250,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,3,Apartment,17.622173069956816
18200000.0,Ready to move,1671,10900,2 BHK Apartment in SS The Leaf,Sector 85,Not approved by RERA,2,Apartment,16.716932206992077
8500000.0,Under Construction,1210,7024,2 BHK Apartment in Central Park Cerise Floors,Sector 33 Sohna,Approved by RERA,2,Apartment,15.955576839107596
12000000.0,Under Construction,1852,6506,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,3,Apartment,16.300417291085605
39500000.0,Under Construction,3051,12946,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment,17.491811255187805
8500000.0,Ready to move,3240,2623,3 BHK Independent Floor,Palam Vihar Pocket H,Not approved by RERA,3,Plot,15.955576839107596
142200000.0,Ready to move,4615,30816,4 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,4,Apartment,18.772745082365763
22000000.0,Under Construction,1630,13496,3 BHK Apartment in M3M Smart World Orchard,Sector 61,Approved by RERA,3,Apartment,16.906553056777135
76600000.0,Under Construction,4430,17300,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.15410764776565
57699999.99999999,Ready to move,2072,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.87076774880935
32500000.0,Ready to move,2831,11500,4 BHK Apartment in DLF The Ultima,Sector 81,Not approved by RERA,4,Apartment,17.296750678069195
2444000.0,Under Construction,599,4087,2 BHK Apartment in Pyramid Heights,Sector 85,Approved by RERA,2,Apartment,14.709147008438842
46900000.00000001,Ready to move,3900,12025,4 BHK Apartment in DLF Pinnacle,Sector 43,Not approved by RERA,4,Apartment,17.66352825473847
85000000.0,Ready to move,5039,16868,5 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,5,Apartment,18.258161826219297
13500000.0,Ready to move,1500,9000,3 BHK Independent Floor in SDR SDR Floors - 10,DLF Phase 2,Not approved by RERA,3,Floor,16.41820031748273
14100000.0,Under Construction,921,15349,1 BHK Apartment in Krisumi Waterfall Suites,Sector 36A,Approved by RERA,1,Apartment,16.46168542627038
18000000.0,Under Construction,1200,15000,2 BHK Apartment in Smart Smartworld Orchard,Sector 61,Approved by RERA,2,Apartment,16.705882371415992
4500000.0,Ready to move,500,9000,2 BHK Apartment in ROF Aalayas,Sector 102,Not approved by RERA,2,Apartment,15.319588176962746
67500000.0,Under Construction,3000,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment,18.02763817065757
33500000.0,Ready to move,2700,12407,4 BHK Independent Floor,Sushant Lok,Not approved by RERA,4,Plot,17.32705602664604
1446000.0,Under Construction,356,4076,1 BHK Apartment in Signature Global Golf Green,Sector 79,Approved by RERA,1,Apartment,14.18431237326354
17000000.0,Under Construction,4000,4250,4 BHK Apartment in Saan Verdante,Sector 95,Approved by RERA,4,Apartment,16.648723960844016
72000000.0,Ready to move,4000,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment,18.09217669086922
31200000.0,Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment,17.25592868483099
28500000.0,Ready to move,2010,14179,4 BHK Apartment in Tulip Violet,Sector 69,Not approved by RERA,4,Apartment,17.1654146803266
30200000.0,Ready to move,1348,22405,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.22335251545768
87200000.0,Ready to move,3968,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.283714900347096
23500000.0,Ready to move,1665,14114,3 BHK Independent Floor,Sector 45,Not approved by RERA,3,Plot,16.97251102166758
20000000.0,Ready to move,1689,11841,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,16.811242881518265
20000000.0,Ready to move,2230,8968,4 BHK Apartment in DLF New Town Heights,Sector 86,Not approved by RERA,4,Apartment,16.811242881518265
2175000.0,Under Construction,544,4006,2 BHK Apartment in Mahira Homes,Sector 68,Approved by RERA,2,Apartment,14.59253968227493
34700000.0,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.36225027373553
6000000.0,Ready to move,900,6666,3 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,3,Apartment,15.607270193858982
18000000.0,Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.705882371415992
35000000.0,Ready to move,3600,9722,4 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,4,Floor,17.370858648025116
52400000.0,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.77441716837524
25000000.0,Ready to move,2475,10101,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,4,Apartment,17.034386422832473
23000000.0,Ready to move,2000,11500,3 BHK Apartment in Bargainer Ultra Premium Floors,DLF Phase 2,Not approved by RERA,3,Apartment,16.951004817371683
45000000.0,Ready to move,2700,16667,4 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Not approved by RERA,4,Apartment,17.622173069956816
37000000.0,Ready to move,2562,14441,4 BHK Apartment in Orchid Petals,Sector 49,Not approved by RERA,4,Apartment,17.426428497635523
39500000.0,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
73500000.0,Ready to move,3976,18500,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Not approved by RERA,4,Apartment,18.112795977788508
112800000.0,Under Construction,6838,16500,5 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,5,Apartment,18.54112690589348
30000000.0,Ready to move,2600,11538,4 BHK Apartment in Bargainer Ultra Premium Floors,DLF Phase 2,Not approved by RERA,4,Apartment,17.216707972959764
21200000.0,Ready to move,2122,10000,4 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,4,Apartment,16.86951178681205
66800000.0,Under Construction,4140,16151,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,18.017213653476933
25000000.0,Ready to move,900,27777,2 BHK Independent House in Surendra Luxury Floor 45,Sector 45,Not approved by RERA,2,House,17.034386422832473
5600000.0,Ready to move,1100,5090,3 BHK Independent Floor,Sector 69,Not approved by RERA,3,Plot,15.53827733427679
41000000.0,Ready to move,2700,15185,4 BHK Apartment in M3M Capital,Sector 113,Not approved by RERA,4,Apartment,17.529082649058825
14000000.0,Under Construction,3240,4320,3 BHK Independent Floor,Palam Vihar,Not approved by RERA,3,Plot,16.454567959008102
17500000.0,Ready to move,2191,7987,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment,16.677711496036597
6242000.0,Ready to move,1100,5675,1 BHK Apartment in Raheja Navodaya,Sector 92,Not approved by RERA,1,Apartment,15.646811362017912
72200000.0,Under Construction,3800,19000,4 BHK Apartment in Emaar Urban Oasis,Sector 62,Approved by RERA,4,Apartment,18.09495061771347
34900000.0,Ready to move,3203,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.36799741582595
55900000.0,Ready to move,3732,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.839074956014414
25900000.0,Ready to move,1832,14184,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment,17.069753565279804
21000000.0,Ready to move,2800,7500,4 BHK Independent Floor in Ansal Esencia,Sector 67,Not approved by RERA,4,Floor,16.860033043306743
20000000.0,Ready to move,1650,12121,3 BHK Apartment in Pareena Enorme,Sector 99A,Not approved by RERA,3,Apartment,16.811242881518265
47000000.0,Ready to move,2217,21216,3 BHK Apartment in TATA TATA La Vida,Sector 113,Not approved by RERA,3,Apartment,17.665658180950928
22400000.000000004,Ready to move,1700,13235,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment,16.924571561468124
55000000.0,Ready to move,4752,11574,4 BHK Independent Floor in LUXURY floorsss,Sushant LOK I,Not approved by RERA,4,Floor,17.822843761378564
25000000.0,Ready to move,900,27777,2 BHK Independent House in Surendra Luxury Floor 45,Sector 45,Not approved by RERA,2,House,17.034386422832473
5700000.0,Under Construction,955,5968,2 BHK Independent Floor in Signature Global City 92,Sector 92,Approved by RERA,2,Floor,15.555976908243359
462000000.0,Under Construction,2100,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,19.951075451210514
12000000.0,Ready to move,1953,6144,3 BHK Apartment in Raheja Atharva,Sector 109,Not approved by RERA,3,Apartment,16.300417291085605
38200000.0,Ready to move,3062,12500,4 BHK Apartment in Saan Verdante,Sector 95,Not approved by RERA,4,Apartment,17.458346099754813
4228000.0,Under Construction,845,5004,2 BHK Apartment in Signature Global Global Park 2 And 3,Sector 36 Sohna,Approved by RERA,2,Apartment,15.257239862490685
8995000.0,Under Construction,981,9169,2 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,2,Apartment,16.012179536539637
33000000.0,Ready to move,4518,7304,5 BHK Independent Floor in Project,Golf Course Road,Not approved by RERA,5,Floor,17.312018149733785
12000000.0,Ready to move,1900,6315,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment,16.300417291085605
15000000.0,Under Construction,1262,11886,3 BHK Apartment in Ashiana Anmol Phase III And Plaza Ph II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.52356082573315
36900000.0,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.423722136111028
34100000.0,Under Construction,2597,13154,4 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,4,Apartment,17.344807971579257
33000000.0,Under Construction,2781,11866,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,3,Apartment,17.312018149733785
18900000.0,Ready to move,1997,9464,3 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,3,Apartment,16.75467253293992
105200000.0,Ready to move,4785,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.471373867773586
4800000.0,Ready to move,1200,4000,3 BHK Independent Floor,Sector 5,Not approved by RERA,3,Plot,15.38412668421143
57200000.0,Ready to move,2750,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.862064473832543
33000000.0,Ready to move,2520,13095,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Not approved by RERA,3,Apartment,17.312018149733785
8500000.0,Ready to move,1285,6614,3 BHK Apartment in Ramprastha The Atrium,Sector 37D,Not approved by RERA,3,Apartment,15.955576839107596
18700000.0,Under Construction,1566,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,2,Apartment,16.74403413530075
12500000.0,Ready to move,1225,10204,2 BHK Apartment in Pareena Mi Casa,Sector 68,Not approved by RERA,2,Apartment,16.341239282272525
42800000.0,Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,17.57204868391651
43000000.0,Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.57671069691365
32500000.0,Ready to move,2250,14444,4 BHK Apartment in Ashley Estate Floors 7,DLF Phase 2,Not approved by RERA,4,Apartment,17.296750678069195
122800000.0,Under Construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,3,Apartment,18.62606758182064
22500000.0,Ready to move,2160,10416,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.929025911619092
26400000.0,Under Construction,2350,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,17.088874605995333
39500000.0,Under Construction,1248,31650,3 BHK Apartment in Ameya Sapphire Residences,Sector 15,Approved by RERA,3,Apartment,17.491811255187805
37800000.0,Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.44781968704484
19000000.0,Ready to move,1650,11515,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Not approved by RERA,3,Apartment,16.759949589762293
22500000.0,Ready to move,2700,8333,4 BHK Independent Floor in Ansal Versalia Phase A2,Sector 67,Not approved by RERA,4,Floor,16.929025911619092
5365000.0,Ready to move,800,6706,2 BHK Apartment in Shree Vardhman Green Court,Sector 90,Not approved by RERA,2,Apartment,15.495407120440209
18400000.0,Under Construction,1171,15798,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,2,Apartment,16.72786127692704
64300000.0,Under Construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Approved by RERA,4,Apartment,17.979070204759946
55500000.0,Ready to move,5096,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,17.83189359673468
13400000.0,Ready to move,2850,4736,3 BHK Independent House,Sector 55,Not approved by RERA,3,Plot,16.410765339548004
40000000.0,Ready to move,2300,17391,4 BHK Apartment in Suncity Essel Towers,Sector 28,Not approved by RERA,4,Apartment,17.50439003707821
21000000.0,Ready to move,1500,14000,3 BHK Apartment in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,3,Apartment,16.860033043306743
88600000.0,Under Construction,4430,20000,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.29964242686199
2314000.0,Under Construction,643,3600,3 BHK Apartment in GLS Arawali Homes 2,Sector 4 Sohna,Approved by RERA,3,Apartment,14.654488618887783
2618000.0,Under Construction,721,3637,3 BHK Apartment in Pyramid Altia,Sector 70,Approved by RERA,3,Apartment,14.77792160742288
16700000.0,Ready to move,1370,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.630919337267223
20700000.0,Ready to move,1818,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment,16.845644306544774
29500000.0,Under Construction,1388,21314,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.19990085520835
13500000.0,Ready to move,1500,9038,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.41820031748273
25500000.0,Ready to move,1227,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.05418904934434
12500000.0,Ready to move,1300,9616,2 BHK Apartment in Shree Vardhman Shree Vardhman Victoria,Sector 70,Not approved by RERA,2,Apartment,16.341239282272525
11399999.999999998,Ready to move,1900,6052,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment,16.249124001084017
31500000.0,Ready to move,4200,7500,5 BHK Apartment,Sector 109,Not approved by RERA,5,Plot,17.265498135541893
20400000.0,Ready to move,2262,9038,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.83104550783405
462000000.0,Under Construction,2100,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,19.951075451210514
129200000.0,Ready to move,4530,28520,5 BHK Apartment in Pioneer Park Presidia,Sector 62,Not approved by RERA,5,Apartment,18.676872157052713
13700000.000000002,Under Construction,1443,9494,3 BHK Apartment in Smart Smart World Gems,Sector 89,Approved by RERA,3,Apartment,16.432906463791053
14200000.0,Ready to move,2177,6522,3 BHK Apartment in Brisk Lumbini Terrace Homes,Sector 109,Not approved by RERA,3,Apartment,16.468752592994022
14000000.0,Ready to move,1830,7650,3 BHK Apartment in Paras Irene,Sector 70A,Not approved by RERA,3,Apartment,16.454567959008102
46700000.0,Ready to move,3117,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.6592547440524
28600000.0,Under Construction,2550,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,17.168917310755116
19500000.0,Ready to move,1565,12500,2 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Not approved by RERA,2,Apartment,16.785925074816024
86100000.0,Under Construction,5223,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.271019981012362
19000000.0,Ready to move,1800,10555,3 BHK Apartment in Bargainer Homes Luxury Floor,Sector 41,Not approved by RERA,3,Apartment,16.759949589762293
38400000.0,Under Construction,1109,34625,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.463568043599622
61900000.00000001,Ready to move,2882,21500,3 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,3,Apartment,17.941030753809912
45700000.0,Under Construction,2147,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.63760887774627
43500000.0,Ready to move,2527,17214,4 BHK Apartment in Conscient Heritage One,Sector 62,Not approved by RERA,4,Apartment,17.588271519047417
12700000.0,Under Construction,1075,11813,2 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,2,Apartment,16.357112630168974
100000000.0,Ready to move,9000,11111,5 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,5,Apartment,18.420680753952364
45000000.0,Under Construction,2898,15527,4 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,4,Floor,17.622173069956816
21800000.0,Under Construction,1400,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,16.897420573630875
29800000.0,Ready to move,2595,11500,3 BHK Apartment in Pioneer Presidia,Sector 62,Not approved by RERA,3,Apartment,17.21001898503268
23000000.0,Ready to move,3240,7098,4 BHK Independent Floor in south city 1 M Block,South City I,Not approved by RERA,4,Floor,16.951004817371683
10000000.0,Ready to move,1800,5555,3 BHK Independent Floor,Sector 50,Not approved by RERA,3,Plot,16.118095750958314
35400000.0,Under Construction,1665,21261,3 BHK Apartment in M3M Crown Phase 1,Sector 111,Approved by RERA,3,Apartment,17.38222240635259
73500000.0,Ready to move,3976,18500,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Not approved by RERA,4,Apartment,18.112795977788508
21600000.0,Ready to move,2400,9000,3 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Apartment,16.888203918950687
26000000.0,Under Construction,1300,20000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,17.073607134447293
14600000.0,Ready to move,1930,7564,3 BHK Apartment in DLF The Skycourt,Sector 86,Not approved by RERA,3,Apartment,16.496532155171714
1449000.0,Ready to move,356,4070,1 BHK Apartment in Breez Global Heights,Sector 48,Not approved by RERA,1,Apartment,14.186384911433706
38900000.0,Under Construction,1946,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.476504834295614
18200000.0,Ready to move,1776,10247,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment,16.716932206992077
55000000.0,Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.822843761378564
67300000.0,Ready to move,3800,17715,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.024670809473797
20000000.0,Ready to move,1800,11111,3 BHK Apartment in Bargainer Ultra Premium Luxurious Floors,Sector 47,Not approved by RERA,3,Apartment,16.811242881518265
154400000.0,Ready to move,6521,23686,4 BHK Independent Floor in B kumar and brothers the passion group,DLF Phase 4,Not approved by RERA,4,Floor,18.855057202031634
67600000.0,Under Construction,4100,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,18.029118555806093
16900000.0,Ready to move,817,20800,2 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,2,Apartment,16.642824239064897
18500000.0,Ready to move,1585,11671,3 BHK Independent Floor in Vatika Iris Floors,Sector 82,Not approved by RERA,3,Floor,16.733281344102608
65599999.99999999,Ready to move,2985,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.99908626915822
31600000.0,Ready to move,1433,22120,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,17.26866771020271
96000000.0,Ready to move,4366,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.379858759848776
75800000.0,Ready to move,3449,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.143608863805213
44000000.0,Ready to move,3470,12680,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,4,Apartment,17.599700214609808
37800000.0,Ready to move,2100,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment,17.44781968704484
2600000.0,Ready to move,750,3466,2 BHK Independent Floor in SPS Gold,Sector 105,Not approved by RERA,2,Floor,14.77102238760702
47600000.0,Ready to move,2380,20000,3 BHK Apartment in M3M Latitude,Sector 65,Not approved by RERA,3,Apartment,17.678343340210052
20200000.0,Under Construction,1776,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment,16.821193211876384
32500000.0,Ready to move,2700,12037,4 BHK Independent Floor,Sector 54,Not approved by RERA,4,Plot,17.296750678069195
12000000.0,Ready to move,1751,6853,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Not approved by RERA,3,Apartment,16.300417291085605
30700000.0,Under Construction,2054,14950,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment,17.239773245130714
30700000.0,Ready to move,1103,27855,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.239773245130714
7500000.0,Ready to move,603,12437,3 BHK Independent House,Sector 3A,Not approved by RERA,3,Plot,15.830413711839864
31200000.0,Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment,17.25592868483099
12500000.0,Under Construction,1328,9479,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,16.341239282272525
11399999.999999998,Ready to move,1350,8500,2 BHK Apartment in Vatika Xpressions,Sector 88B,Not approved by RERA,2,Apartment,16.249124001084017
19600000.0,Under Construction,1690,11597,3 BHK Independent Floor in Whiteland Blissville,Sector 76,Approved by RERA,3,Floor,16.791040175221152
2436000.0,Under Construction,598,4075,2 BHK Apartment in Signature Global The Millennia 3,Sector 37D,Approved by RERA,2,Apartment,14.705868318320872
49000000.0,Under Construction,1850,26486,3 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Floor,17.707330876483063
16000000.0,Ready to move,1720,9302,3 BHK Apartment in Emaar Palm Gardens,Sector 83,Not approved by RERA,3,Apartment,16.588099342704055
62000000.0,Ready to move,3469,17872,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.9426449591384
102800000.0,Ready to move,6051,17000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,18.448295920712965
28000000.0,Under Construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment,17.147715103853763
15000000.0,Ready to move,1671,8976,2 BHK Apartment in SS The Leaf,Sector 85,Not approved by RERA,2,Apartment,16.52356082573315
6500000.0,Ready to move,750,8666,2 BHK Apartment in Tulip Lemon,Sector 69,Not approved by RERA,2,Apartment,15.687312888712007
30700000.0,Under Construction,2054,14950,3 BHK Apartment in M3M Skycity,Sector 65,Approved by RERA,3,Apartment,17.239773245130714
32599999.999999996,Under Construction,1555,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.29982287701178
19300000.0,Ready to move,1582,12222,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.775615705688583
3200000.0,Ready to move,900,3555,2 BHK Independent Floor,Sector 14,Not approved by RERA,2,Plot,14.978661680269907
25800000.0,Ready to move,1450,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,17.065885088651534
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
35500000.0,Ready to move,2025,17530,3 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,3,Apartment,17.385043282614657
366300000.0,Under Construction,1665,220000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,19.718963230479044
22500000.0,Ready to move,1600,14062,3 BHK Independent Floor,Sector 63,Not approved by RERA,3,Plot,16.929025911619092
43000000.0,Under Construction,2800,15357,4 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,4,Apartment,17.57671069691365
