Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price,predicted_price
462000000.0,Under Construction,2100,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,19.951075451210514,461955577.68978035
29200000.0,Under Construction,2090,14000,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment,17.189679301485086,29210269.15564913
10200000.0,Under Construction,1020,10000,2 BHK Apartment in Signature Global Park 1,Sector 36 Sohna,Approved by RERA,2,Apartment,16.13789837629371,9950043.854172077
13100000.0,Ready to move,2475,5300,4 BHK Apartment in Shree Vardhman Flora,Sector 90,Not approved by RERA,4,Apartment,16.388122864507256,13591889.23393584
25500000.0,Ready to move,3070,8306,4 BHK Apartment in Ireo Uptown,Sector 66,Not approved by RERA,4,Apartment,17.05418904934434,25821075.705847505
3000000.0,Ready to move,500,6000,2 BHK Apartment in Conscient Habitat,Sector 99A,Not approved by RERA,2,Apartment,14.914123179965662,3004432.973994548
42500000.0,Ready to move,2700,15740,4 BHK Apartment in Ashley Estate Floors 9,DLF Phase 2,Not approved by RERA,4,Apartment,17.565014657424058,42361886.89279805
54200000.0,Ready to move,3100,17500,4 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,4,Apartment,17.80819148486006,54188769.28929869
49400000.00000001,Under Construction,2150,23000,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Approved by RERA,3,Apartment,17.715461002401067,49399999.999995336
62000000.0,Ready to move,4000,15500,4 BHK Apartment in Palm springsss,Golf Course Road,Not approved by RERA,4,Apartment,17.9426449591384,63590494.084397905
32900000.0,Under Construction,2355,13982,3 BHK Apartment in Aviana Chintamani,Sector 103,Approved by RERA,3,Apartment,17.308983246130737,32899999.99999778
34400000.0,Ready to move,1657,20800,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.353567151413394,34399999.99999853
19700000.0,Under Construction,1642,12000,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,3,Apartment,16.796129244469636,19700000.000001315
85500000.0,Ready to move,7851,10900,5 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,5,Apartment,18.264026945602897,85480830.14502668
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517,26799999.99999922
25900000.0,Ready to move,1346,19308,2 BHK Apartment in M3M Skywalk,Sector 74,Not approved by RERA,2,Apartment,17.069753565279804,25961389.088277146
534799999.99999994,Ready to move,7196,74324,4 BHK Apartment in DLF Camellias,Sector 42,Not approved by RERA,4,Apartment,20.09740340506192,539466323.7946578
48099999.99999999,Under Construction,2750,17500,4 BHK Apartment in Puri The Aravallis,Sector 61,Approved by RERA,4,Apartment,17.68879275586601,48099999.99999816
55000000.0,Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.822843761378564,54999999.99999715
70000000.0,Under Construction,3950,17722,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment,18.064005814299342,70000000.00000414
12800000.0,Under Construction,1600,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Approved by RERA,3,Apartment,16.36495580701484,12714862.006936751
55000000.0,Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.822843761378564,54999999.99999715
14100000.0,Under Construction,1634,8690,3 BHK Independent Floor in M3M Antalya Hills Phase II,Sector 79,Approved by RERA,3,Floor,16.46168542627038,14318195.327444302
39500000.0,Ready to move,1900,20801,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.491811255187805,39499999.9999976
29100000.0,Ready to move,1400,20801,2 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,2,Apartment,17.186248766505983,29100000.00000232
30700000.0,Ready to move,1860,16505,3 BHK Apartment in Conscient Heritage One,Sector 62,Not approved by RERA,3,Apartment,17.239773245130714,30910178.44797911
36000000.0,Under Construction,2403,14981,3 BHK Independent Floor in Emaar Marbella,Sector 66,Approved by RERA,3,Floor,17.399029524198163,36022476.413682714
8851000.0,Under Construction,1105,8010,2 BHK Apartment in M3M Soulitude,Sector 89,Approved by RERA,2,Apartment,15.996041117932592,8851000.000000566
12600000.0,Ready to move,1465,8621,2 BHK Apartment in Ashiana Mulberry,Sector 2 Sohna,Not approved by RERA,2,Apartment,16.349207451286784,12611915.389735317
37500000.0,Ready to move,2297,16325,4 BHK Apartment in Dhoot Time Residency,Sector 63,Not approved by RERA,4,Apartment,17.439851517607305,37472241.08686543
68100000.0,Ready to move,2446,27854,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.036487785804027,67865310.00076796
14500000.0,Ready to move,1770,8192,3 BHK Apartment in Pareena Express Heights,Sector 99A,Not approved by RERA,3,Apartment,16.489659276356317,14490156.107535038
25000000.0,Ready to move,2441,10241,2 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,2,Apartment,17.034386422832473,24960896.225481473
9800000.0,Under Construction,1751,5596,3 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Approved by RERA,3,Apartment,16.097893045681612,9695788.289300485
19500000.0,Ready to move,1710,11403,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.785925074816024,19468541.57724424
51300000.0,Ready to move,2565,20000,3 BHK Apartment in Emaar Digi Homes,Sector 62,Not approved by RERA,3,Apartment,17.753201329634177,51340231.87907467
16000000.0,Under Construction,1145,14000,2 BHK Apartment in Signature Global City 92 Phase 2,Sector 92,Approved by RERA,2,Apartment,16.588099342704055,16167340.946569776
54000000.0,Under Construction,2700,20000,4 BHK Apartment,Sector 113,Not approved by RERA,4,Plot,17.804494623047066,53991218.71808088
33600000.0,Under Construction,1946,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.330036654695338,33608404.045700505
54900000.0,Ready to move,2900,18933,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.821023924694696,54850674.775433004
21800000.0,Under Construction,1665,13093,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,16.897420573630875,21521692.462988935
42100000.0,Ready to move,1512,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.555558322405577,41459946.29069654
36000000.0,Under Construction,2403,14981,3 BHK Independent Floor in Emaar Marbella,Sector 66,Approved by RERA,3,Floor,17.399029524198163,36022476.413682714
15200000.0,Ready to move,2050,7444,3 BHK Apartment in Bestech Park View Altura,Sector 79,Not approved by RERA,3,Apartment,16.536806051605975,15200000.00000079
37800000.0,Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.44781968704484,37800000.00000171
25000000.0,Ready to move,2500,10000,4 BHK Apartment in Surendra Modern Home Sec 67A,Sector 67,Not approved by RERA,4,Apartment,17.034386422832473,25135193.526246138
28000000.0,Ready to move,1650,16969,3 BHK Apartment in Emaar Emerald Floors Select,Sector 65,Not approved by RERA,3,Apartment,17.147715103853763,28189782.689934656
21100000.0,Ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,16.86478364583966,21099999.99999849
18500000.0,Under Construction,1500,12394,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment,16.733281344102608,18499999.99999957
11000000.0,Ready to move,1366,8052,2 BHK Apartment in M3M Woodshire,Sector 107,Not approved by RERA,2,Apartment,16.213405921671733,11000000.00000048
87500000.0,Ready to move,8150,10736,6 BHK Apartment in Emaar Marbella,Sector 66,Not approved by RERA,6,Apartment,18.287149362756413,88861107.04135005
10000000.0,Ready to move,2250,4444,3 BHK Apartment in HUDA RWA East Pocket,Sector 23 Gurgaon,Not approved by RERA,3,Apartment,16.118095750958314,9805364.584886549
5000000.0,Under Construction,495,10101,2 BHK Independent House,Sector 105,Not approved by RERA,2,Plot,15.424948670398354,4971901.591914688
39400000.0,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.489276399648872,39400000.00000182
85100000.0,Ready to move,4500,18932,5 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,5,Apartment,18.259337605294483,85442669.87683313
56800000.0,Ready to move,6325,8996,5 BHK Independent House in Experion Windchants Villa,Sector 112,Not approved by RERA,5,House,17.855046901297012,56212495.690872565
47200000.0,Under Construction,2248,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.669904471742225,47199999.99999667
45900000.0,Under Construction,2298,20000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,17.641975696817266,45899999.99999722
25700000.0,Under Construction,1845,13983,3 BHK Apartment in Aviana Chintamani,Sector 103,Approved by RERA,3,Apartment,17.062001588775953,25706444.104097955
9000000.0,Ready to move,930,9677,2 BHK Independent Floor in Vatika Emilia Floors,Sector 82,Not approved by RERA,2,Floor,16.012735246411598,9140369.100619934
6900000.0,Ready to move,1100,6272,2 BHK Apartment in Apex Our Homes,Sector 37C,Not approved by RERA,2,Apartment,15.747032114495012,6895897.73374394
39000000.0,Under Construction,2700,14444,4 BHK Apartment,Sector 89A,Not approved by RERA,4,Plot,17.479072229734946,39006377.166282676
17000000.0,Ready to move,2250,7555,3 BHK Independent Floor in Aadhar WW 72 Malibu Town,Sector 47,Not approved by RERA,3,Floor,16.648723960844016,17011315.745181277
11500000.0,Ready to move,2555,4500,3 BHK Apartment in Satya The Hermitage,Sector 103,Not approved by RERA,3,Apartment,16.257857680289998,11530150.046120599
26800000.0,Under Construction,1630,16500,3 BHK Apartment in Smart Smartworld Orchard,Sector 61,Approved by RERA,3,Apartment,17.103912482794517,26815966.666035812
48200000.0,Ready to move,4572,10554,4 BHK Villa in Sobha International City,Sector 109,Not approved by RERA,4,Villa,17.690869599767716,48200113.14337902
35000000.0,Ready to move,2700,12962,7 BHK Independent House,Sector 14,Not approved by RERA,7,Plot,17.370858648025116,34909727.809275374
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927,20899999.99999893
63200000.0,Ready to move,3515,17980,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.961814874939872,63200000.00000324
6998999.999999999,Ready to move,3000,2333,2 BHK Independent Floor in Ansal C2 Block,Palam Vihar Extension,Not approved by RERA,2,Floor,15.76127798254922,8818788.96621335
52699999.99999999,Under Construction,4100,12878,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,17.780126032486923,52699999.99999906
141900000.0,Ready to move,6251,22702,5 BHK Villa in B kumar and brothers the passion group,DLF Phase 2,Not approved by RERA,5,Villa,18.77063314917749,140214789.08564305
18000000.0,Ready to move,1442,12482,3 BHK Apartment in BPTP Park Prime,Sector 66,Not approved by RERA,3,Apartment,16.705882371415992,18007121.981515262
9500000.0,Ready to move,1675,5671,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.066802461833923,10091470.699646639
18300000.0,Under Construction,1310,14029,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,16.722411672456456,18351705.414090004
17100000.0,Ready to move,2120,8100,3 BHK Apartment in Orris Aster Court Premier,Sector 85,Not approved by RERA,3,Apartment,16.65458907995242,17229923.752800427
5550000.0,Ready to move,745,7449,2 BHK Apartment,Sector 89A,Not approved by RERA,2,Plot,15.52930866590278,5558876.941705034
20000000.0,Ready to move,2595,7707,4 BHK Apartment in The Antriksh Heights,Sector 84,Not approved by RERA,4,Apartment,16.811242881518265,20032846.85705815
13600000.000000002,Under Construction,1408,9700,4 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,4,Apartment,16.42558042423569,13538442.86157992
22500000.0,Ready to move,1579,14249,3 BHK Apartment in TATA TATA La Vida,Sector 113,Not approved by RERA,3,Apartment,16.929025911619092,22328140.09903817
90100000.0,Ready to move,4096,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.316430733677347,90814215.05672592
37500000.0,Under Construction,2588,14489,3 BHK Apartment in Emaar Digi Homes,Sector 62,Approved by RERA,3,Apartment,17.439851517607305,37589341.71584934
17000000.0,Under Construction,2250,7555,3 BHK Apartment in Dharma Constructions 67,Sector 67,Approved by RERA,3,Apartment,16.648723960844016,17015958.169980172
33000000.0,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,17.312018149733785,33000000.000001185
38900000.0,Under Construction,1946,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.476504834295614,38899999.999999955
549900000.0,Ready to move,7400,74323,4 BHK Apartment in DLF Camellias,Sector 42,Not approved by RERA,4,Apartment,20.12524700329655,549801787.3304987
263100000.0,Ready to move,5575,47202,4 BHK Apartment in DLF The Aralias,Sector 42,Not approved by RERA,4,Apartment,19.388044749811357,263605027.79552835
28500000.0,Ready to move,1946,14645,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Not approved by RERA,3,Apartment,17.1654146803266,28799413.61107164
11700000.0,Ready to move,1995,5864,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Not approved by RERA,3,Apartment,16.275099485238066,11695437.302665584
15600000.0,Ready to move,2350,6669,3 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,Not approved by RERA,3,Apartment,16.562781536322326,15590925.777007544
39200000.0,Under Construction,1964,19959,2 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,2,Apartment,17.484187330270895,39199999.99999822
10200000.0,Under Construction,1423,7238,3 BHK Apartment in M3M Soulitude,Sector 89,Approved by RERA,3,Apartment,16.13789837629371,10200000.00000013
110000000.0,Ready to move,5600,19642,4 BHK Apartment in Emaar Marbella,Sector 66,Not approved by RERA,4,Apartment,18.5159909328476,116197434.71152465
81100000.0,Ready to move,2913,27855,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.211193531416097,81096994.4932619
15200000.0,Ready to move,2050,7444,3 BHK Apartment in Bestech Park View Altura,Sector 79,Not approved by RERA,3,Apartment,16.536806051605975,15200000.00000079
2380000.0,Under Construction,600,3966,2 BHK Apartment in Ganga TATHASTU,Sector 4 Sohna,Approved by RERA,2,Apartment,14.682611465815636,2379999.9999999786
19500000.0,Ready to move,1605,12149,3 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,Not approved by RERA,3,Floor,16.785925074816024,19497952.716893665
2152000.0,Under Construction,526,4100,2 BHK Apartment in Pyramid Heights,Sector 85,Approved by RERA,2,Apartment,14.58190866494772,2155557.643804612
24500000.0,Ready to move,2550,9607,4 BHK Independent Floor,Palam Vihar,Not approved by RERA,4,Plot,17.01418371633128,24666619.182540834
39500000.0,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805,39499999.9999976
26200000.0,Under Construction,1310,20000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,17.081270006899263,26199999.999998692
12200000.0,Ready to move,1785,6834,3 BHK Apartment in Chintels Paradiso,Sector 109,Not approved by RERA,3,Apartment,16.316946591670696,12241775.551734025
67400000.0,Under Construction,3505,19230,4 BHK Apartment in Smart Smartworld The Edition,Sector 66,Approved by RERA,4,Apartment,18.02615559071933,67400000.00000645
15500000.0,Ready to move,1550,10000,2 BHK Apartment in Puri Emerald Bay,Sector 104,Not approved by RERA,2,Apartment,16.5563506464056,15517085.918741679
18900000.0,Under Construction,1630,11595,3 BHK Apartment in M3M Smart World Orchard,Sector 61,Approved by RERA,3,Apartment,16.75467253293992,18878457.66673453
32200000.000000004,Ready to move,2251,14304,4 BHK Apartment in DLF Phase 3,Sector 24,Not approved by RERA,4,Apartment,17.287477041570536,32082424.602932062
39500000.0,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805,39499999.9999976
32500000.0,Ready to move,3500,9285,4 BHK Independent Floor in Kibithu Kibithu Homes,Sector 47,Not approved by RERA,4,Floor,17.296750678069195,32202143.20763163
452100000.0,Under Construction,2055,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,19.929413954476733,452100000.00002044
11000000.0,Ready to move,1350,8148,3 BHK Apartment in Mapsko Paradise,Sector 83,Not approved by RERA,3,Apartment,16.213405921671733,11058572.270526309
28500000.0,Under Construction,2217,12855,3 BHK Apartment in Tata La Vida,Sector 112,Approved by RERA,3,Apartment,17.1654146803266,28543407.14470654
51300000.0,Under Construction,2520,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.753201329634177,51298843.1651032
26600000.0,Under Construction,1330,20000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,17.096421811345913,26597984.88626428
192399999.99999997,Under Construction,4503,42735,5 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,5,Apartment,19.075087101393382,192399999.9999967
31000000.0,Ready to move,2660,11654,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Not approved by RERA,3,Apartment,17.249497794707484,31214991.66979466
33100000.0,Ready to move,4632,7149,4 BHK Apartment in Spaze Privy,Sector 72,Not approved by RERA,4,Apartment,17.31504387055877,33110848.085815888
20000000.0,Ready to move,2200,9091,4 BHK Apartment in Paramount Luxury Floors Sector 57,Sector 57,Not approved by RERA,4,Apartment,16.811242881518265,19976066.283725165
9900000.0,Under Construction,1665,5945,3 BHK Apartment in Paras Dews,Sector 106,Approved by RERA,3,Apartment,16.108045416114916,10699285.179472033
25700000.0,Under Construction,1845,13983,3 BHK Apartment in Aviana Chintamani,Sector 103,Approved by RERA,3,Apartment,17.062001588775953,25706444.104097955
30800000.0,Under Construction,2090,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment,17.243025280411334,30800000.000002068
25400000.0,Ready to move,2289,11100,3 BHK Apartment in Godrej Aria,Sector 79,Not approved by RERA,3,Apartment,17.050259771358842,25395444.910539
111000000.0,Ready to move,3890,28535,4 BHK Apartment in Pioneer Presidia,Sector 62,Not approved by RERA,4,Apartment,18.525040768285617,115859001.20197242
21600000.0,Ready to move,2250,9600,3 BHK Independent Floor in Navraj The Antalya,Sector 37D,Not approved by RERA,3,Floor,16.888203918950687,21576518.098270476
27700000.0,Ready to move,1376,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.13694300725865,27700000.00000005
32599999.999999996,Under Construction,1555,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.29982287701178,32599999.999998
3600000.0,Ready to move,1200,3000,3 BHK Independent Floor,Sector 105,Not approved by RERA,3,Plot,15.096444681204078,3599999.9999999246
37500000.0,Ready to move,3500,10714,4 BHK Independent Floor,Sector 63,Not approved by RERA,4,Plot,17.439851517607305,38399321.03062855
41600000.0,Ready to move,2002,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.543610749269952,41600000.000001885
35500000.0,Ready to move,2450,14489,3 BHK Apartment in Puri Emerald Bay,Sector 104,Not approved by RERA,3,Apartment,17.385043282614657,35500000.00000096
41500000.0,Ready to move,3455,12030,4 BHK Apartment in Saan Verdante,Sector 95,Not approved by RERA,4,Apartment,17.541204009297314,41348600.289435096
84700000.0,Ready to move,3850,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.254626171428654,84699498.52406323
95500000.0,Ready to move,5970,16000,4 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,4,Apartment,18.37463681592216,95087504.3427079
105000000.0,Ready to move,2700,38888,3 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,3,Apartment,18.46947091764561,103744372.90983166
10200000.0,Ready to move,1700,6000,3 BHK Independent Floor in Surendra Homes,Sector 48,Not approved by RERA,3,Floor,16.13789837629371,10699588.248153152
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517,26799999.99999922
21300000.0,Ready to move,2366,9038,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.87421767762801,21437166.785364892
27900000.0,Under Construction,1692,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.14413728263389,27900000.000000034
21000000.0,Ready to move,2366,8875,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.860033043306743,21020231.285552613
33400000.0,Under Construction,2400,13956,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.32406648788705,32984867.020130288
32400000.000000004,Ready to move,2410,13485,4 BHK Apartment in Emaar Palm Terraces Select,Sector 66,Not approved by RERA,4,Apartment,17.293669011626754,32535739.72623324
19700000.0,Under Construction,1642,12000,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,3,Apartment,16.796129244469636,19700000.000001315
17200000.0,Ready to move,1632,10600,2 BHK Apartment in Ireo The Corridors,Sector 67,Not approved by RERA,2,Apartment,16.660419999923214,17507955.079415943
42600000.0,Ready to move,2050,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.56736483471378,42599999.99999992
42200000.0,Under Construction,2100,20095,3 BHK Apartment,Sector 113,Not approved by RERA,3,Plot,17.557930802702924,42073813.89567355
2768000.0,Under Construction,692,4000,2 BHK Apartment in Signature Global Global Aspire,Sector 95,Approved by RERA,2,Apartment,14.833635956991309,2747449.1656254
49200000.0,Ready to move,2240,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,2,Apartment,17.71140420178774,49185969.403259635
23700000.0,Ready to move,2420,9793,3 BHK Apartment in Pioneer Presidia,Sector 62,Not approved by RERA,3,Apartment,16.980985648299452,23256383.313101962
68800000.0,Ready to move,3129,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.046714317438457,68989825.34155059
8000000.0,Ready to move,1440,5555,2 BHK Apartment in Suncity Township,Sector 54,Not approved by RERA,2,Apartment,15.894952224644102,8064064.109184044
22300000.0,New,1575,14206,Residential Plot in BPTP District 6 Block L,Sector 84,Approved by RERA,6,Plot,16.920097281273396,22247640.435539395
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746,4500000.000000258
15200000.0,Ready to move,1215,12514,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Not approved by RERA,2,Apartment,16.536806051605975,15191949.035065565
44400000.00000001,Ready to move,3909,11364,4 BHK Villa in Sobha International City,Sector 109,Not approved by RERA,4,Villa,17.608750049924975,43760814.48093866
23400000.0,Ready to move,5000,4680,5 BHK Penthouse in Anant Raj Maceo,Sector 91,Not approved by RERA,5,Penthouse,16.96824662306297,22044860.737217233
52400000.0,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.77441716837524,52400000.00000227
42900000.0,Under Construction,2016,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.57438240720827,42708686.08272306
10500000.0,Ready to move,1365,7692,2 BHK Apartment in Assotech Blith,Sector 99,Not approved by RERA,2,Apartment,16.166885910365842,10571319.213121595
29500000.0,Ready to move,2717,10857,4 BHK Independent Floor,Sushant Lok,Not approved by RERA,4,Plot,17.19990085520835,29502262.543201283
22900000.0,Ready to move,2430,9423,3 BHK Independent Floor in Right Right Villas 5,Sector 50,Not approved by RERA,3,Floor,16.94664751219259,22576323.96914703
39000000.0,Ready to move,2400,16250,4 BHK Independent House,DLF Phase 4,Not approved by RERA,4,Plot,17.479072229734946,38883068.15125218
17100000.0,Under Construction,1558,11000,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.65458907995242,17078915.508786276
28400000.0,Ready to move,2367,11998,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,17.1618997383427,28225635.606796335
26500000.0,Ready to move,2400,11041,3 BHK Apartment in Assotech Blith,Sector 99,Not approved by RERA,3,Apartment,17.0926553286923,26442226.045622002
38200000.0,Under Construction,3090,12379,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,3,Apartment,17.458346099754813,37829047.43525583
11399999.999999998,Under Construction,1556,7372,3 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,3,Apartment,16.249124001084017,11398898.791934429
26600000.0,Ready to move,1877,14184,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment,17.096421811345913,26599999.999998983
7998999.999999999,Ready to move,2400,3333,3 BHK Apartment,IMT Manesar,Not approved by RERA,3,Plot,15.894827216846576,8052951.942502678
38400000.0,Under Construction,2740,14014,4 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,4,Apartment,17.463568043599622,38393870.14690692
44000000.0,Ready to move,1990,22110,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.599700214609808,43999999.99999593
25299999.999999996,Under Construction,2250,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,17.04631499322344,25299999.999999296
23800000.0,Under Construction,1324,18008,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,16.98519618065851,23800995.84254389
12500000.0,Under Construction,1852,6749,3 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase III,Sector 102,Approved by RERA,3,Apartment,16.341239282272525,12669128.98084362
81300000.00000001,Under Construction,3063,26564,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,18.21365658681816,81467169.66481012
17000000.0,Ready to move,3200,5312,4 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Not approved by RERA,4,Apartment,16.648723960844016,16642289.538610334
26200000.0,Under Construction,1845,14250,3 BHK Apartment in Ashiana Amarah Phase 2,Sector 93,Approved by RERA,3,Apartment,17.081270006899263,26200470.468407027
36500000.0,Under Construction,2282,16005,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.41282284594998,36499999.99999828
48400000.0,Under Construction,2937,16500,3 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,3,Apartment,17.695010392348017,48471769.09595186
11500000.0,Ready to move,2475,4646,3 BHK Independent Floor,Sector 47,Not approved by RERA,3,Plot,16.257857680289998,11756215.129788585
10900000.0,Ready to move,2535,4299,4 BHK Apartment in Mapsko Casa Bella,Sector 82,Not approved by RERA,4,Apartment,16.204273438942487,10971441.18990269
42900000.0,Under Construction,2600,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,17.57438240720827,42900000.00000124
42200000.0,Under Construction,2100,20095,3 BHK Apartment,Sector 113,Not approved by RERA,3,Plot,17.557930802702924,42073813.89567355
25000000.0,Ready to move,3000,8333,4 BHK Apartment in Ashley Floors 11,Sector 54,Not approved by RERA,4,Apartment,17.034386422832473,24976079.664412376
10200000.0,Ready to move,1368,7510,2 BHK Apartment in Corona Optus,Sector 37C,Not approved by RERA,2,Apartment,16.13789837629371,10229512.089524345
65599999.99999999,Ready to move,2985,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.99908626915822,65605862.61539368
